,5.12,Intro
5.12,56.94,Joel Talk: Sound Design
56.94,113.16,Joel Talk: Ambient Sound Design
113.16,141.24,Joel Talk: Building Sound Design
141.24,205.2,Joel Talk: Working with other Coffee Stainers
205.2,218.16,Joel Talk: Hardware
218.16,246.62,Joel Talk: Joel's favourite sound effect
246.62,267.32,Joel Talk: Releaseing the Alpha
267.32,274.68,Outro
274.68,,End Tag
