,18.291818,Intro
18.291818,38.1381,Jace Talk: Release date for bringing Experimental Branch to Early Access
38.1381,47.7477,Jace Talk: Release date for Steam Release
47.7477,423.121738,Jace Talk: Why we delay releases
423.121738,,Outro
