,4.9049000000000005,Intro
4.935811,50.68396666666667,Jace Talk: Update 5 Experimental Release
50.726218,67.70096666666667,Jace Talk: Chat reactions to Update 4 Patch Notes
67.73433333333334,114.28083333333333,Jace Talk: What we've released so far on Update 5
114.3142,139.132561,Jace Talk: Huntdown on Sale
139.17236666666668,,Jace Talk: See you on Tuesday for the Update 5 Launch
