,10.109714,Intro
10.109714,42.024589,Jace Talk: We released the game on Steam
42.024589,68.534158,Jace Talk: Sales figures
68.534158,126.14538,"Jace Talk: The ""Delay"" video"
126.15936666666667,219.232234,Jace Talk: Merch
219.232234,,Outro
