,9.070002,Intro
9.070002,19.33124,Jace Talk: Coffee Stain Summer break
19.33124,42.166271,Jace Talk: No major updates while we're on break
42.166271,60.158046,Jace Talk: Update 3 scheduled for planning after the Summer break
60.158046,,Outro
