,64.28088333333334,Intro
64.28088333333334,163.34651666666667,Powering up a Miner
163.34651666666667,274.440833,Smelting Iron
274.440833,365.9656,Using Iron Ingots to eventually make Screws
365.9656,515.824177,Using Iron Ingots to make Iron Plates
515.824177,568.31775,Reinforced Iron Plates being created
568.31775,885.815429,Storing some items for later
885.815429,,Outro
