0,505.741,Where's Update 8?
0,20.893207588312254,Intro
20.934910597470562,41.82811818578282,Enjoying the Swedish weather
41.869821194941125,460.98506323593546,Update 8
41.869821194941125,63.30516790231138,No ETA
63.34687091146969,105.42520715220236,Patching on Experimental
105.46691016136066,156.109867,Unreal Engine 5.2
156.109867,381.0403946794592,Next Patch
156.109867,171.0713,Intro
171.0713,209.6827300479721,Physics
209.7244330571304,303.18087658089837,Creature Spawning
303.2225795900567,321.8638246838203,Significance
321.90552769297864,344.5919646750981,Optimised Sign Rendering
344.6336676842564,358.47906672481463,Render Pipeline State Object Utilisation
358.52076973397294,381.0403946794592,"Q&A: DLSS, when?"
381.0820976886175,460.98506323593546,"Q&A: Update 8 on EA, when?"
461.02676624509377,486.42389882250325,Outro
486.46560183166156,505.741,End Tag
