,6.38,Intro
6.38,30.74,Nathalie Talk: Satisfactory's previous UI/UX
30.74,60.7,Nathalie Talk: UI/UX
60.7,96.68,Nathalie Talk: Making the UI fun
96.68,140.088159,Nathalie Talk: Different approaches depending on different stages of development
140.088159,190.04,Nathalie Talk: UI is misunderstood
190.04,242.681846,Nathalie Talk: Accessibility
242.68,261.74,Nathalie Talk: Cross-discipline work
261.74,310.52,Nathalie Talk: Hardware & Software
310.52,317.88,Outro
317.88,,End Tag
