,38.30493333333333,Intro
38.30493333333333,89.267366,Jace Talk: Shop Teaser
89.267366,136.60313333333335,Jace Talk: Microtransactions
136.60313333333335,157.8577,Jace Talk: Another Teaser Trailer
157.8577,214.5143,Jace Talk: Update on Release Date
214.5143,247.8476,Jace Talk: Upcoming Livestream
247.8476,300.9006,Save Files in Update 3
300.9006,359.09206666666665,Most Annoying Bugs?
359.09206666666665,397.13006666666666,Outro
397.13006666666666,,End Tag
