,36.12,Intro
36.12,88.32,Q&A: Did THQ Nordic buy Coffee Stain?
88.32,103.98,Q&A: Are your games going to be full of Microtransactions now?
103.98,117.24,Q&A: Is THQ Nordic Coffee Stain's publisher?
117.24,126.88,Q&A: Will this affect Coffee Stain games?
126.88,160.62,Q&A: Why did Coffee Stain sell? Were you going bankrupt?
160.62,174.32,"Q&A: You say things are fine now, but what about in 5 years?"
174.32,248.62,Jace's opinion re: THQ Nordic
248.62,275.2,Outro
275.2,,End Tag
